# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_truncation	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_upstream_gene_variant
IV00_00042965	IV00_00042965	IV00_00042965-RA	protein_coding	1	1	3	66	0	0	0	0	1	0	2	19	0	1	21	0	0	0	1	0	0	0	0	27
IV00_00042966	IV00_00042966	IV00_00042966-RA	protein_coding	0	0	0	47	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	24
IV00_00042967	IV00_00042967	IV00_00042967-RA	protein_coding	0	1	0	46	0	0	0	0	0	0	0	17	0	0	16	0	0	0	1	0	0	0	0	14
IV00_00042968	IV00_00042968	IV00_00042968-RA	protein_coding	0	0	0	41	0	0	0	0	0	0	0	14	0	0	12	0	0	0	0	0	0	0	0	15
IV00_00042972	IV00_00042972	IV00_00042972-RA	protein_coding	0	0	0	37	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	15
IV00_00042973	IV00_00042973	IV00_00042973-RA	protein_coding	4	0	2	41	0	0	0	1	0	1	0	18	0	4	4	0	0	0	0	0	0	0	0	19
IV00_00042974	IV00_00042974	IV00_00042974-RA	protein_coding	0	0	0	86	0	0	0	0	0	0	0	43	0	0	25	0	0	0	0	0	0	0	0	18
IV00_00042975	IV00_00042975	IV00_00042975-RA	protein_coding	0	0	0	131	1	0	0	0	0	0	0	41	0	0	45	0	0	0	0	0	0	0	0	44
IV00_00042978	IV00_00042978	IV00_00042978-RA	protein_coding	0	0	0	53	0	0	0	0	0	0	0	29	0	0	5	0	0	0	0	0	0	0	0	19
IV00_00042979	IV00_00042979	IV00_00042979-RA	protein_coding	0	0	0	62	0	0	0	0	0	0	0	32	0	0	17	0	0	0	0	0	0	0	0	13
IV00_00042980	IV00_00042980	IV00_00042980-RA	protein_coding	1	0	0	63	0	0	0	0	0	0	0	20	0	1	11	0	0	0	0	0	0	0	0	32
IV00_00042983	IV00_00042983	IV00_00042983-RA	protein_coding	2	0	2	83	0	0	0	1	0	0	1	20	0	2	44	0	0	0	0	0	0	0	0	19
IV00_00042985	IV00_00042985	IV00_00042985-RA	protein_coding	0	0	0	66	0	0	0	0	0	0	0	37	0	0	18	0	0	0	0	0	0	0	0	11
IV00_00042988	IV00_00042988	IV00_00042988-RA	protein_coding	0	1	0	61	0	0	0	0	0	0	0	16	0	0	25	0	0	0	1	0	0	0	0	21
IV00_00042989	IV00_00042989	IV00_00042989-RA	protein_coding	4	0	5	96	0	0	0	1	0	3	2	24	0	3	64	0	0	1	1	0	0	0	0	9
IV00_00042990	IV00_00042990	IV00_00042990-RA	protein_coding	0	1	0	99	11	0	0	0	0	0	0	24	0	0	41	0	0	0	1	0	0	0	0	24
IV00_00042996	IV00_00042996	IV00_00042996-RA	protein_coding	0	1	0	58	0	0	0	0	0	0	0	31	0	0	15	0	0	0	1	0	0	0	0	13
IV00_00042996	IV00_00042996	IV00_00042996-RB	protein_coding	0	0	0	41	0	0	0	0	0	0	0	12	0	0	0	11	0	0	0	0	0	0	0	18
IV00_00043003	IV00_00043003	IV00_00043003-RA	protein_coding	7	0	0	37	0	0	0	0	0	0	1	7	0	5	31	0	0	1	1	0	2	0	0	0
IV00_00043626	IV00_00043626	IV00_00043626-RA	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
IV00_00043632	IV00_00043632	IV00_00043632-RA	protein_coding	0	0	0	24	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
IV00_00043842	IV00_00043842	IV00_00043842-RA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IV00_00043844	IV00_00043844	IV00_00043844-RA	protein_coding	0	0	0	109	1	0	0	0	0	0	0	21	0	0	49	0	0	0	0	0	0	0	0	38
IV00_00043847	IV00_00043847	IV00_00043847-RA	protein_coding	0	0	0	94	0	0	0	0	0	0	0	20	0	0	39	0	0	0	0	0	0	0	0	35
IV00_00043856	IV00_00043856	IV00_00043856-RA	protein_coding	0	0	0	62	0	0	0	0	0	0	0	30	0	0	11	0	0	0	0	0	0	0	0	21
IV00_00043858	IV00_00043858	IV00_00043858-RA	protein_coding	0	0	0	79	10	0	0	0	0	0	0	35	0	0	14	0	0	0	0	0	0	0	0	20
IV00_00043859	IV00_00043859	IV00_00043859-RA	protein_coding	0	0	0	108	0	0	0	0	0	0	0	49	0	0	21	0	0	0	0	0	0	0	0	38
IV00_00043860	IV00_00043860	IV00_00043860-RA	protein_coding	0	1	0	144	1	0	0	0	0	0	0	44	0	0	82	0	0	0	1	0	0	0	0	18
IV00_00043864	IV00_00043864	IV00_00043864-RA	protein_coding	1	0	0	43	0	0	0	0	0	0	0	16	0	1	11	0	0	0	0	0	0	0	0	16
IV00_00043871	IV00_00043871	IV00_00043871-RA	protein_coding	0	0	0	68	0	0	0	0	0	0	0	39	0	0	6	0	0	0	0	0	0	0	0	23
IV00_00043872	IV00_00043872	IV00_00043872-RA	protein_coding	0	1	0	64	0	0	0	0	0	0	0	30	0	0	10	0	0	0	1	0	0	0	0	25
IV00_00043877	IV00_00043877	IV00_00043877-RA	protein_coding	0	1	0	77	0	0	0	0	0	0	0	27	0	0	29	0	0	0	1	0	0	0	0	22
IV00_00043885	IV00_00043885	IV00_00043885-RA	protein_coding	0	0	0	66	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	33
IV00_00043887	IV00_00043887	IV00_00043887-RA	protein_coding	2	0	1	155	10	0	0	0	1	0	0	26	0	1	85	0	1	0	1	0	0	0	0	35
IV00_00043890	IV00_00043890	IV00_00043890-RA	protein_coding	1	0	0	79	0	0	0	0	0	0	0	29	0	1	28	0	0	0	0	0	0	0	0	22
IV00_00043891	IV00_00043891	IV00_00043891-RA	protein_coding	0	0	1	87	0	0	0	0	0	1	0	46	0	0	14	0	0	0	1	0	0	0	0	27
IV00_00043898	IV00_00043898	IV00_00043898-RA	protein_coding	0	2	0	198	0	0	0	0	0	0	0	56	0	0	122	0	0	0	2	0	0	0	0	22
IV00_00043903	IV00_00043903	IV00_00043903-RA	protein_coding	0	0	0	109	0	0	0	0	0	0	0	37	0	0	38	0	0	0	0	0	0	0	0	34
IV00_00043908	IV00_00043908	IV00_00043908-RA	protein_coding	0	0	0	51	0	0	0	0	0	0	0	18	0	0	11	0	0	0	0	0	0	0	0	22
IV00_00043909	IV00_00043909	IV00_00043909-RA	protein_coding	1	2	0	200	0	0	0	0	0	0	0	22	0	1	145	0	0	0	2	0	0	0	0	35
IV00_00043912	IV00_00043912	IV00_00043912-RA	protein_coding	0	0	0	64	0	0	0	0	0	0	0	8	0	0	26	0	0	0	0	0	0	0	0	30
IV00_00043913	IV00_00043913	IV00_00043913-RA	protein_coding	0	0	1	54	0	0	0	0	0	1	0	29	0	0	20	0	0	0	0	0	0	0	0	5
IV00_00043916	IV00_00043916	IV00_00043916-RA	protein_coding	0	1	0	69	0	0	0	0	0	0	0	20	0	0	29	0	0	0	1	0	0	0	0	21
IV00_00043919	IV00_00043919	IV00_00043919-RA	protein_coding	0	0	0	86	0	0	0	0	0	0	0	21	0	0	39	0	0	0	0	0	0	0	0	26
IV00_00043920	IV00_00043920	IV00_00043920-RA	protein_coding	0	0	0	158	0	0	0	0	0	0	0	40	0	0	94	0	0	0	0	0	0	0	0	24
IV00_00043921	IV00_00043921	IV00_00043921-RA	protein_coding	0	1	0	107	0	0	0	0	0	0	0	36	0	0	30	0	0	0	1	0	0	0	0	42
IV00_00043922	IV00_00043922	IV00_00043922-RA	protein_coding	0	0	0	32	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	11
IV00_00043925	IV00_00043925	IV00_00043925-RA	protein_coding	0	0	0	55	0	0	0	0	0	0	0	11	0	0	18	0	0	0	0	0	0	0	0	26
IV00_00043928	IV00_00043928	IV00_00043928-RA	protein_coding	0	0	0	95	0	0	0	0	0	0	0	12	0	0	53	0	0	0	0	0	0	0	0	30
IV00_00043933	IV00_00043933	IV00_00043933-RA	protein_coding	0	0	1	86	6	0	0	1	0	0	0	26	0	0	30	0	0	0	0	0	0	0	0	24
IV00_00043936	IV00_00043936	IV00_00043936-RA	protein_coding	0	0	0	58	0	0	0	0	0	0	0	18	0	0	3	0	0	0	0	0	0	0	0	37
IV00_00043937	IV00_00043937	IV00_00043937-RA	protein_coding	0	1	0	71	1	0	0	0	0	0	0	21	0	0	26	0	0	0	1	0	0	0	0	24
IV00_00043946	IV00_00043946	IV00_00043946-RA	protein_coding	0	3	0	104	5	0	0	0	0	0	0	39	0	0	39	0	0	0	3	0	0	0	0	24
IV00_00043947	IV00_00043947	IV00_00043947-RA	protein_coding	0	0	0	81	11	0	0	0	0	0	0	33	0	0	21	0	0	0	0	0	0	0	0	16
IV00_00043949	IV00_00043949	IV00_00043949-RA	protein_coding	0	0	0	61	0	0	0	0	0	0	0	19	0	0	8	0	0	0	0	0	0	0	0	34
IV00_00043950	IV00_00043950	IV00_00043950-RA	protein_coding	0	0	0	50	1	0	0	0	0	0	0	26	0	0	11	0	0	0	0	0	0	0	0	12
IV00_00043952	IV00_00043952	IV00_00043952-RA	protein_coding	0	0	0	34	0	0	0	0	0	0	0	12	0	0	11	0	0	0	0	0	0	0	0	11
IV00_00043955	IV00_00043955	IV00_00043955-RA	protein_coding	0	0	1	38	0	0	0	0	1	0	0	7	0	0	14	0	0	0	0	0	0	0	0	17
IV00_00043958	IV00_00043958	IV00_00043958-RA	protein_coding	0	2	0	58	2	0	0	0	0	0	0	22	0	0	4	0	0	0	2	0	0	0	0	31
IV00_00043959	IV00_00043959	IV00_00043959-RA	protein_coding	0	0	0	187	8	0	0	0	0	0	0	29	0	0	109	0	0	0	0	0	0	0	0	41
IV00_00043961	IV00_00043961	IV00_00043961-RA	protein_coding	2	1	0	58	0	0	0	0	0	0	0	46	0	2	13	0	0	0	1	0	0	0	0	0
IV00_00043962	IV00_00043962	IV00_00043962-RA	protein_coding	0	0	0	33	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	15
IV00_00043963	IV00_00043963	IV00_00043963-RA	protein_coding	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
IV00_00043965	IV00_00043965	IV00_00043965-RA	protein_coding	0	0	0	104	0	0	0	0	0	0	0	23	0	0	2	0	0	0	0	0	0	0	0	79
IV00_00043966	IV00_00043966	IV00_00043966-RA	protein_coding	0	0	0	128	7	0	0	0	0	0	0	85	0	0	12	0	0	0	0	0	0	0	0	24
IV00_00043967	IV00_00043967	IV00_00043967-RA	protein_coding	0	0	0	122	6	0	0	0	0	0	0	50	0	0	21	0	0	0	0	0	0	0	0	45
IV00_00043978	IV00_00043978	IV00_00043978-RA	protein_coding	0	0	0	42	1	0	0	0	0	0	0	17	0	0	11	0	0	0	0	0	0	0	0	13
IV00_00043979	IV00_00043979	IV00_00043979-RA	protein_coding	0	0	0	47	0	0	0	0	0	0	0	19	0	0	6	0	0	0	0	0	0	0	0	22
IV00_00043981	IV00_00043981	IV00_00043981-RA	protein_coding	0	0	1	93	0	0	0	1	0	0	0	20	0	0	19	0	0	0	0	0	0	0	0	54
IV00_00043986	IV00_00043986	IV00_00043986-RA	protein_coding	0	0	0	91	0	0	0	0	0	0	0	24	0	0	34	0	0	0	0	0	0	0	0	33
IV00_00043987	IV00_00043987	IV00_00043987-RA	protein_coding	1	0	0	68	0	0	0	0	0	0	0	29	0	1	16	0	0	0	0	0	0	0	0	23
IV00_00043988	IV00_00043988	IV00_00043988-RA	protein_coding	0	0	1	72	2	0	0	0	0	1	0	22	0	0	21	0	0	0	0	0	0	0	0	27
IV00_00043990	IV00_00043990	IV00_00043990-RA	protein_coding	2	6	0	237	2	0	0	0	0	0	0	48	0	1	172	0	0	2	8	0	0	0	0	23
IV00_00043994	IV00_00043994	IV00_00043994-RA	protein_coding	0	0	0	63	0	0	0	0	0	0	0	30	0	0	3	0	0	0	0	0	0	0	0	30
IV00_00043996	IV00_00043996	IV00_00043996-RA	protein_coding	2	0	0	114	0	0	0	0	0	0	0	30	0	2	64	0	0	1	1	0	0	0	0	21
IV00_00044005	IV00_00044005	IV00_00044005-RA	protein_coding	0	0	0	89	0	0	0	0	0	0	0	27	0	0	43	0	0	0	0	0	0	0	0	19
IV00_00044006	IV00_00044006	IV00_00044006-RA	protein_coding	0	0	0	201	0	0	0	0	0	0	0	24	0	0	148	0	0	0	0	0	0	0	0	29
IV00_00044009	IV00_00044009	IV00_00044009-RA	protein_coding	1	1	0	87	0	0	3	0	0	0	0	24	0	0	27	1	0	1	2	0	0	0	0	34
IV00_00044011	IV00_00044011	IV00_00044011-RA	protein_coding	0	0	0	132	0	0	0	0	0	0	0	40	0	0	51	0	0	0	0	0	0	0	0	41
IV00_00044017	IV00_00044017	IV00_00044017-RA	protein_coding	0	0	0	77	0	0	0	0	0	0	0	35	0	0	13	0	0	0	0	0	0	0	0	29
IV00_00044022	IV00_00044022	IV00_00044022-RA	protein_coding	2	1	0	244	8	0	0	0	0	0	0	42	0	2	157	0	0	0	1	0	0	0	0	37
IV00_00044027	IV00_00044027	IV00_00044027-RA	protein_coding	0	2	0	228	0	0	0	0	0	0	0	55	0	0	148	0	0	0	2	0	0	0	0	27
IV00_00044030	IV00_00044030	IV00_00044030-RA	protein_coding	0	0	1	203	0	0	0	0	0	1	0	41	0	0	110	0	0	0	0	0	0	0	0	52
IV00_00044031	IV00_00044031	IV00_00044031-RA	protein_coding	0	0	0	96	6	0	0	0	0	0	0	60	0	0	2	0	0	0	0	0	0	0	0	28
IV00_00044032	IV00_00044032	IV00_00044032-RA	protein_coding	0	0	0	76	0	0	0	0	0	0	0	20	0	0	21	0	0	0	0	0	0	0	0	35
IV00_00044034	IV00_00044034	IV00_00044034-RA	protein_coding	1	2	1	62	0	0	0	0	0	1	0	18	0	1	25	0	0	0	2	0	0	0	0	21
IV00_00044037	IV00_00044037	IV00_00044037-RA	protein_coding	0	1	0	174	0	0	0	0	0	0	0	25	0	0	123	0	0	0	1	0	0	0	0	27
IV00_00044040	IV00_00044040	IV00_00044040-RA	protein_coding	1	1	0	67	0	0	0	0	0	0	0	23	0	1	22	0	0	0	1	0	0	0	0	23
IV00_00044041	IV00_00044041	IV00_00044041-RA	protein_coding	1	0	1	66	0	0	0	0	0	0	1	34	0	1	16	0	0	0	0	0	0	0	0	16
IV00_00044042	IV00_00044042	IV00_00044042-RA	protein_coding	0	1	0	67	0	0	0	0	0	0	0	27	0	0	11	0	0	0	1	0	0	0	0	30
IV00_00044043	IV00_00044043	IV00_00044043-RA	protein_coding	0	0	0	93	0	0	0	0	0	0	0	22	0	0	32	0	0	0	0	0	0	0	0	39
IV00_00044047	IV00_00044047	IV00_00044047-RA	protein_coding	0	4	0	157	0	0	0	0	0	0	0	36	0	0	87	0	0	0	4	0	0	0	0	38
IV00_00044061	IV00_00044061	IV00_00044061-RA	protein_coding	2	0	1	92	0	0	0	0	0	0	1	67	0	2	2	0	0	0	0	0	0	0	0	23
IV00_00044070	IV00_00044070	IV00_00044070-RA	protein_coding	0	0	0	131	0	0	0	0	0	0	0	47	0	0	42	0	0	0	0	0	0	0	0	42
IV00_00044071	IV00_00044071	IV00_00044071-RA	protein_coding	11	0	3	55	0	0	0	2	1	0	0	28	0	11	9	0	0	0	0	0	0	0	0	18
IV00_00044127	IV00_00044127	IV00_00044127-RA	protein_coding	0	0	0	162	0	0	0	0	0	0	0	26	0	0	107	0	0	0	0	0	0	0	0	29
IV00_00044131	IV00_00044131	IV00_00044131-RA	protein_coding	2	1	0	128	0	0	0	0	0	0	0	27	0	2	77	0	0	0	1	0	0	0	0	25
IV00_00044149	IV00_00044149	IV00_00044149-RA	protein_coding	0	0	0	38	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	29
IV00_00044150	IV00_00044150	IV00_00044150-RA	protein_coding	4	0	1	83	0	0	0	0	0	1	0	49	0	4	28	0	0	0	0	0	0	0	0	6
IV00_00044152	IV00_00044152	IV00_00044152-RA	protein_coding	0	0	0	94	0	0	0	0	0	0	0	34	0	0	22	0	0	0	0	0	0	0	0	38
IV00_00044154	IV00_00044154	IV00_00044154-RA	protein_coding	0	0	0	70	5	0	0	0	0	0	0	34	0	0	6	0	0	0	0	0	0	0	0	25
IV00_00044155	IV00_00044155	IV00_00044155-RA	protein_coding	0	0	1	91	0	0	0	0	1	0	0	19	0	0	43	0	0	0	0	0	0	0	0	29
IV00_00044156	IV00_00044156	IV00_00044156-RA	protein_coding	0	0	0	67	0	0	0	0	0	0	0	37	0	0	7	0	0	0	0	0	0	0	0	23
IV00_00044158	IV00_00044158	IV00_00044158-RA	protein_coding	1	0	0	92	2	0	0	0	0	0	0	34	0	1	14	0	0	0	0	0	0	0	0	42
IV00_00044160	IV00_00044160	IV00_00044160-RA	protein_coding	0	0	0	130	0	0	0	0	0	0	0	30	0	0	80	0	0	0	0	0	0	0	0	20
IV00_00044162	IV00_00044162	IV00_00044162-RA	protein_coding	0	2	0	115	1	0	0	0	0	0	0	42	0	0	41	0	0	0	2	0	0	0	0	33
IV00_00044163	IV00_00044163	IV00_00044163-RA	protein_coding	1	1	0	170	0	0	0	0	0	0	0	27	0	1	90	0	0	0	1	0	0	0	0	54
IV00_00044164	IV00_00044164	IV00_00044164-RA	protein_coding	1	0	0	106	8	0	0	0	0	0	0	22	0	1	42	0	0	0	0	0	0	0	0	34
IV00_00044165	IV00_00044165	IV00_00044165-RA	protein_coding	1	1	0	247	4	0	0	0	0	0	0	58	0	0	160	0	0	1	2	0	0	0	0	27
IV00_00044177	IV00_00044177	IV00_00044177-RA	protein_coding	0	0	0	80	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	43
IV00_00044188	IV00_00044188	IV00_00044188-RA	protein_coding	4	0	0	134	16	0	0	0	0	0	0	41	0	4	35	0	0	0	1	0	0	0	0	42
IV00_00044189	IV00_00044189	IV00_00044189-RA	protein_coding	0	0	0	95	0	0	0	0	0	0	0	34	0	0	37	0	0	0	0	0	0	0	0	24
IV00_00044193	IV00_00044193	IV00_00044193-RA	protein_coding	0	0	0	94	0	0	0	0	0	0	0	31	0	0	18	0	0	0	0	0	0	0	0	45
IV00_00044202	IV00_00044202	IV00_00044202-RA	protein_coding	0	2	0	108	0	0	0	0	0	0	0	49	0	0	51	0	0	0	2	0	0	0	0	10
IV00_00044205	IV00_00044205	IV00_00044205-RA	protein_coding	0	0	0	64	0	0	0	0	0	0	0	20	0	0	23	0	0	0	0	0	0	0	0	21
IV00_00044208	IV00_00044208	IV00_00044208-RA	protein_coding	2	1	0	281	4	0	0	0	0	0	0	41	0	2	201	0	0	0	1	0	0	0	0	36
IV00_00044214	IV00_00044214	IV00_00044214-RA	protein_coding	0	0	0	55	6	0	0	0	0	0	0	11	0	0	4	0	0	0	0	0	0	0	0	34
IV00_00044220	IV00_00044220	IV00_00044220-RA	protein_coding	0	3	1	188	0	0	0	1	0	0	0	33	0	0	135	0	0	0	3	0	0	0	0	23
IV00_00044222	IV00_00044222	IV00_00044222-RA	protein_coding	0	1	0	83	0	0	0	0	0	0	0	51	0	0	9	0	0	0	1	0	0	0	0	24
IV00_00044223	IV00_00044223	IV00_00044223-RA	protein_coding	0	2	0	77	0	0	0	0	0	0	0	41	0	0	12	0	0	0	2	0	0	0	0	26
IV00_00044224	IV00_00044224	IV00_00044224-RA	protein_coding	0	0	0	136	0	0	0	0	0	0	0	57	0	0	32	0	0	0	0	0	0	0	0	47
IV00_00044227	IV00_00044227	IV00_00044227-RA	protein_coding	1	0	2	177	0	0	0	0	0	0	2	40	0	1	110	0	0	0	0	0	0	0	0	27
IV00_00044230	IV00_00044230	IV00_00044230-RA	protein_coding	0	0	0	60	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	22
IV00_00044239	IV00_00044239	IV00_00044239-RA	protein_coding	0	1	0	75	3	0	0	0	0	0	0	13	0	0	36	0	0	0	1	0	0	0	0	24
IV00_00044241	IV00_00044241	IV00_00044241-RA	protein_coding	0	0	0	32	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	13
IV00_00044258	IV00_00044258	IV00_00044258-RA	protein_coding	0	1	0	87	0	0	0	0	0	0	0	22	0	0	45	0	0	0	1	0	0	0	0	21
IV00_00044268	IV00_00044268	IV00_00044268-RA	protein_coding	0	0	0	146	14	0	0	0	0	0	0	40	0	0	46	0	0	0	0	0	0	0	0	46
IV00_00044269	IV00_00044269	IV00_00044269-RA	protein_coding	0	0	0	89	0	0	0	0	0	0	0	21	0	0	33	0	0	0	0	0	0	0	0	35
IV00_00044271	IV00_00044271	IV00_00044271-RA	protein_coding	0	0	0	113	19	0	0	0	0	0	0	16	0	0	58	0	0	0	0	0	0	0	0	20
IV00_00044287	IV00_00044287	IV00_00044287-RA	protein_coding	0	0	0	130	1	0	1	0	0	0	0	28	0	0	58	0	0	0	0	0	0	0	0	42
IV00_00044288	IV00_00044288	IV00_00044288-RA	protein_coding	0	0	2	78	0	0	0	0	1	0	1	28	0	0	20	0	0	0	0	0	0	0	0	30
IV00_00044291	IV00_00044291	IV00_00044291-RA	protein_coding	0	0	0	88	6	0	0	0	0	0	0	27	0	0	36	0	0	0	0	0	0	0	0	19
IV00_00044295	IV00_00044295	IV00_00044295-RA	protein_coding	0	1	0	102	0	0	0	0	0	0	0	21	0	0	70	0	0	0	1	0	0	0	0	12
IV00_00044300	IV00_00044300	IV00_00044300-RA	protein_coding	0	1	0	113	1	0	0	0	0	0	0	51	0	0	26	0	0	0	1	0	0	0	0	36
IV00_00044302	IV00_00044302	IV00_00044302-RA	protein_coding	2	1	1	145	0	0	0	0	0	1	0	51	0	2	57	0	0	0	1	0	0	0	0	38
IV00_00044306	IV00_00044306	IV00_00044306-RA	protein_coding	0	2	0	203	0	0	0	0	0	0	0	48	0	0	137	0	0	0	2	0	0	0	0	20
IV00_00044307	IV00_00044307	IV00_00044307-RA	protein_coding	0	0	0	127	0	0	0	0	0	0	0	24	0	0	90	0	0	0	0	0	0	0	0	13
IV00_00044310	IV00_00044310	IV00_00044310-RA	protein_coding	0	1	0	210	1	0	0	0	0	0	0	32	0	0	134	0	0	0	1	0	0	0	0	44
IV00_00044314	IV00_00044314	IV00_00044314-RA	protein_coding	0	0	0	112	0	0	0	0	0	0	0	24	0	0	57	0	0	0	0	0	0	0	0	31
IV00_00044416	IV00_00044416	IV00_00044416-RA	protein_coding	0	0	0	109	0	0	0	0	0	0	0	15	0	0	68	0	0	0	0	0	0	0	0	26
IV00_00044424	IV00_00044424	IV00_00044424-RA	protein_coding	0	1	0	97	0	0	0	0	0	0	0	31	0	0	36	0	0	0	1	0	0	0	0	31
IV00_00044426	IV00_00044426	IV00_00044426-RA	protein_coding	3	8	1	189	0	0	0	0	0	0	1	47	0	3	127	0	0	0	8	0	0	0	0	23
IV00_00044430	IV00_00044430	IV00_00044430-RA	protein_coding	0	0	0	60	0	0	0	0	0	0	0	21	0	0	8	0	0	0	0	0	0	0	0	31
IV00_00044431	IV00_00044431	IV00_00044431-RA	protein_coding	0	0	0	66	0	0	0	0	0	0	0	30	0	0	5	0	0	0	0	0	0	0	0	31
IV00_00044433	IV00_00044433	IV00_00044433-RA	protein_coding	0	0	0	75	2	0	0	0	0	0	0	31	0	0	23	0	0	0	0	0	0	0	0	19
IV00_00044435	IV00_00044435	IV00_00044435-RA	protein_coding	0	0	0	264	0	0	0	0	0	0	0	40	0	0	193	0	0	0	0	0	0	0	0	31
IV00_00044442	IV00_00044442	IV00_00044442-RA	protein_coding	4	3	1	125	0	0	0	1	0	0	1	20	0	3	86	0	0	1	5	0	0	1	0	23
IV00_00044443	IV00_00044443	IV00_00044443-RA	protein_coding	0	0	0	145	0	0	0	0	0	0	0	32	0	0	73	0	0	0	0	0	0	0	0	40
IV00_00044444	IV00_00044444	IV00_00044444-RA	protein_coding	1	0	0	110	0	0	0	0	0	0	0	26	0	1	37	0	0	0	0	0	0	0	0	47
IV00_00044450	IV00_00044450	IV00_00044450-RA	protein_coding	0	2	0	62	8	0	0	0	0	0	0	19	0	0	6	0	0	0	2	0	0	0	0	30
IV00_00044451	IV00_00044451	IV00_00044451-RA	protein_coding	0	0	0	51	0	0	0	0	0	0	0	25	0	0	8	0	0	0	0	0	0	0	0	18
IV00_00044452	IV00_00044452	IV00_00044452-RA	protein_coding	1	0	0	65	1	0	0	0	0	0	0	15	0	0	36	0	0	1	1	0	0	0	0	14
IV00_00044454	IV00_00044454	IV00_00044454-RA	protein_coding	0	0	1	130	0	0	0	0	0	1	0	24	0	0	91	0	0	0	0	0	0	0	0	15
IV00_00044461	IV00_00044461	IV00_00044461-RA	protein_coding	0	0	0	131	0	0	0	0	0	0	0	20	0	0	97	0	0	0	0	0	0	0	0	14
IV00_00044463	IV00_00044463	IV00_00044463-RA	protein_coding	0	0	0	96	0	0	0	0	0	0	0	23	0	0	57	0	0	0	0	0	0	0	0	16
IV00_00044465	IV00_00044465	IV00_00044465-RA	protein_coding	0	0	0	36	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	15
IV00_00044497	IV00_00044497	IV00_00044497-RA	protein_coding	8	0	13	42	0	0	0	3	1	9	0	20	0	8	0	0	0	0	0	0	0	0	0	22
IV00_00044498	IV00_00044498	IV00_00044498-RA	protein_coding	1	0	0	38	0	0	0	0	0	0	0	28	0	1	2	0	0	0	0	0	0	0	0	8
IV00_00044499	IV00_00044499	IV00_00044499-RA	protein_coding	0	0	0	107	0	0	0	0	0	0	0	21	0	0	51	0	0	0	0	0	0	0	0	35
IV00_00044508	IV00_00044508	IV00_00044508-RA	protein_coding	0	0	0	80	0	0	0	0	0	0	0	31	0	0	10	0	0	0	0	0	0	0	0	39
IV00_00044509	IV00_00044509	IV00_00044509-RA	protein_coding	0	0	0	89	0	0	0	0	0	0	0	32	0	0	13	0	0	0	0	0	0	0	0	44
IV00_00044511	IV00_00044511	IV00_00044511-RA	protein_coding	0	0	0	109	0	0	0	0	0	0	0	42	0	0	39	0	0	0	0	0	0	0	0	28
IV00_00044515	IV00_00044515	IV00_00044515-RA	protein_coding	0	2	0	109	0	0	0	0	0	0	0	37	0	0	35	0	0	0	2	0	0	0	0	39
IV00_00044520	IV00_00044520	IV00_00044520-RA	protein_coding	1	0	0	155	0	0	0	0	0	0	0	24	0	1	90	0	0	0	0	0	0	0	0	41
IV00_00044521	IV00_00044521	IV00_00044521-RA	protein_coding	3	1	0	61	0	0	0	0	0	0	0	12	0	3	37	0	0	0	3	0	0	2	0	13
IV00_00044523	IV00_00044523	IV00_00044523-RA	protein_coding	0	0	0	90	0	0	0	0	0	0	0	11	0	0	48	0	0	0	0	0	0	0	0	31
IV00_00044525	IV00_00044525	IV00_00044525-RA	protein_coding	2	0	0	157	0	0	0	1	0	0	0	26	0	1	102	0	1	0	1	0	0	0	0	30
